STATE_CODE,SHRP_ID,CONSTRUCTION_NO,MRI,NEXT_MRI,NEXT_VISIT_DATE,YEARS_TO_NEXT,AADTT_ALL_TRUCKS_TREND,TOTAL_ANN_PRECIP,MEAN_ANN_TEMP_AVG,FREEZE_INDEX_YR,FREEZE_THAW_YR,PAVEMENT_AGE,SN,DIRECTION_OF_TRAVEL_EXP
16,1021,1,1.2000000476837158,1.2339999675750732,1997-07-23,2.0150581793292264,760,476.6000061035156,7.300000190734863,365,164,9.793292265571527,3.3368503937007876,Westbound
1,1021,1,1.006999969482422,1.1349999904632568,1999-06-17,3.509924709103354,323,1308.699951171875,17.899999618530273,5,53,10.532511978097194,3.616417322834646,Westbound
16,1021,1,1.2450000047683716,1.225000023841858,1998-06-14,0.892539356605065,450,429.8999938964844,7.099999904632568,532,150,11.808350444900753,3.3368503937007876,Westbound
16,1021,1,1.22599995136261,1.2339999675750732,1999-06-20,1.0157426420260096,473,499.7999877929688,7.400000095367432,445,152,12.700889801505818,3.3368503937007876,Westbound
16,1021,1,1.246999979019165,1.212000012397766,2001-08-05,2.127310061601643,530,352.20001220703125,7.0,446,151,13.716632443531827,3.3368503937007876,Westbound
16,1021,1,1.2000000476837158,1.1779999732971191,2003-10-15,2.193018480492813,565,227.5,7.099999904632568,797,97,15.84394250513347,3.3368503937007876,Westbound
16,1021,1,1.1699999570846558,1.1759999990463257,2005-08-04,1.8042436687200547,626,229.0,8.199999809265137,341,140,18.036960985626283,3.3368503937007876,Westbound
35,1022,1,0.6880000233650208,0.7329999804496765,1991-11-20,1.0951403148528405,594,312.29998779296875,9.699999809265137,350,103,4.041067761806982,4.255433070866141,Northbound
35,1022,1,0.7300000190734863,0.7549999952316284,1993-12-02,2.0342231348391513,612,312.3999938964844,9.300000190734863,258,133,5.136208076659822,4.255433070866141,Northbound
35,1022,1,0.7649999856948853,0.7739999890327454,1995-05-11,1.4373716632443532,909,216.5,9.899999618530272,111,151,7.170431211498974,4.255433070866141,Northbound
35,1022,1,0.7839999794960022,0.8519999980926514,1997-05-21,2.028747433264887,689,209.1999969482422,10.699999809265137,114,120,8.607802874743326,4.255433070866141,Northbound
35,1022,1,0.8659999966621399,0.8389999866485596,1999-03-09,1.7987679671457906,910,369.2000122070313,9.899999618530272,237,127,10.636550308008214,4.255433070866141,Northbound
27,1029,1,1.6480000019073486,1.7649999856948853,1991-08-07,1.1225188227241616,170,941.4000244140624,6.800000190734863,810,119,20.473648186173854,3.6949606299212596,Northbound
27,1029,1,1.7690000534057615,1.8769999742507932,1992-08-05,0.9965776865160849,188,1082.4000244140625,6.099999904632568,1106,92,21.596167008898014,3.6949606299212596,Northbound
27,1029,1,1.8639999628067017,1.9279999732971191,1993-11-22,1.297741273100616,207,641.2000122070312,5.800000190734863,753,105,22.5927446954141,3.6949606299212596,Northbound
27,1029,1,1.9179999828338623,2.003999948501587,1994-07-27,0.676249144421629,184,823.0,4.800000190734863,1128,95,23.890485968514717,3.6949606299212596,Northbound
37,1030,1,1.0119999647140503,1.0789999961853027,1990-01-30,0.13689253935660506,195,1546.0999755859375,16.200000762939453,35,51,5.026694045174538,2.8411811023622047,Southbound
37,1030,1,1.097000002861023,1.1100000143051147,1990-12-09,0.8569472963723477,203,1115.300048828125,17.399999618530273,3,24,5.163586584531143,2.8411811023622047,Southbound
37,1030,1,1.118000030517578,1.1059999465942385,1991-03-08,0.243668720054757,203,1115.300048828125,17.399999618530273,3,24,6.020533880903491,2.8411811023622047,Southbound
37,1030,1,1.1119999885559082,1.00600004196167,1992-06-03,1.2402464065708418,211,1397.699951171875,17.0,3,40,6.264202600958248,2.8411811023622047,Southbound
37,1030,1,1.003000020980835,1.069000005722046,1993-04-21,0.8815879534565366,209,1226.9000244140625,16.100000381469727,0,41,7.5044490075290895,2.8411811023622047,Southbound
37,1030,1,1.0679999589920044,1.1150000095367432,1994-12-17,1.6563997262149213,219,1107.9000244140625,16.399999618530273,9,49,8.386036960985626,2.8411811023622047,Southbound
37,1030,1,1.1050000190734863,1.159000039100647,1995-12-15,0.9938398357289527,198,1228.9000244140625,16.600000381469727,34,40,10.042436687200547,2.8411811023622047,Southbound
37,1030,1,1.1610000133514404,1.162999987602234,1997-10-01,1.7960301163586585,229,991.5999755859376,16.399999618530273,20,54,11.0362765229295,2.8411811023622047,Southbound
37,1030,1,1.2070000171661377,1.152999997138977,1998-07-26,0.8158795345653662,267,990.2999877929688,15.699999809265137,15,43,12.83230663928816,2.8411811023622047,Southbound
37,1030,1,1.156000018119812,1.1749999523162842,1999-12-14,1.3853524982888432,278,1296.699951171875,16.899999618530273,2,32,13.648186173853524,2.8411811023622047,Southbound
37,1030,1,1.1649999618530271,1.125,2000-08-31,0.7145790554414785,289,1450.699951171875,16.600000381469727,7,42,15.033538672142368,2.8411811023622047,Southbound
48,1049,1,1.0729999542236328,1.3020000457763672,1992-01-23,1.7604380561259412,901,1302.800048828125,19.399999618530277,17,26,5.883641341546886,5.365433070866143,Southbound
48,1049,1,1.2630000114440918,1.2910000085830688,1993-05-28,1.3442847364818618,1052,1313.0,18.100000381469727,0,29,7.644079397672827,5.365433070866143,Southbound
48,1049,1,1.3289999961853027,1.6039999723434448,1995-02-20,1.73305954825462,1322,1191.4000244140625,18.299999237060547,1,38,8.988364134154688,5.365433070866143,Southbound
48,1049,1,1.444000005722046,2.6589999198913574,1996-03-15,1.0650239561943875,1338,1174.5,19.100000381469727,0,36,10.72142368240931,5.365433070866143,Southbound
48,1060,1,1.2519999742507937,1.2619999647140503,1991-04-22,1.051334702258727,592,940.2999877929688,22.299999237060547,1,7,4.090349075975359,5.441889763779528,Northbound
48,1060,1,1.2829999923706057,1.3109999895095823,1993-07-23,2.2532511978097194,673,1306.5999755859375,21.899999618530277,0,3,5.1416837782340865,5.441889763779528,Northbound
48,1060,1,1.347000002861023,1.368000030517578,1993-12-15,0.39698836413415467,684,1224.800048828125,21.5,0,5,7.394934976043806,5.441889763779528,Northbound
48,1060,1,1.3650000095367432,1.383999943733215,1994-04-22,0.35044490075290896,684,1224.800048828125,21.5,0,5,7.79192334017796,5.441889763779528,Northbound
48,1060,1,1.36899995803833,1.3569999933242798,1994-07-14,0.2272416153319644,744,1063.300048828125,22.200000762939453,0,4,8.14236824093087,5.441889763779528,Northbound
48,1060,1,1.3630000352859497,1.3980000019073486,1994-10-25,0.28199863107460643,744,1063.300048828125,22.200000762939453,0,4,8.369609856262834,5.441889763779528,Northbound
48,1060,1,1.409000039100647,1.4320000410079956,1995-01-19,0.23545516769336072,744,1063.300048828125,22.200000762939453,0,4,8.65160848733744,5.441889763779528,Northbound
