STATE_CODE,SHRP_ID,YEAR,TOTAL_ANN_PRECIP
6,1253,2010,1699.699951171875
6,1253,2011,1051.5999755859375
6,1253,2012,1579.0999755859375
6,2004,1976,318.1000061035156
6,2004,1977,313.8999938964844
6,2004,1978,766.2000122070312
6,2004,1979,347.0
6,2004,1980,558.4000244140625
6,2004,1981,233.3000030517578
6,2004,1982,439.8999938964844
6,2004,1983,630.2000122070312
6,2004,1984,206.1999969482422
6,2004,1985,177.6999969482422
6,2004,1986,266.70001220703125
6,2004,1987,265.20001220703125
6,2004,1988,240.8000030517578
6,2004,1989,111.4000015258789
6,2004,1990,193.6999969482422
6,2004,1991,385.79998779296875
6,2004,1992,447.0
6,2004,1993,672.7999877929688
6,2004,1994,261.29998779296875
6,2004,1995,497.5
6,2004,1996,270.20001220703125
6,2004,1997,231.3000030517578
6,2004,1998,549.0
6,2004,1999,110.4000015258789
6,2004,2000,196.8000030517578
6,2004,2001,289.70001220703125
6,2004,2002,108.4000015258789
6,2004,2003,310.79998779296875
6,2004,2004,401.70001220703125
6,2004,2005,537.5
6,2004,2006,272.1000061035156
6,2004,2007,141.8000030517578
6,2004,2008,313.0
6,2004,2009,193.5
6,2004,2010,673.5999755859375
6,2004,2011,311.1000061035156
6,2004,2012,206.60000610351562
6,2004,2017,335.20001220703125
6,2004,2018,230.5
6,2004,2019,536.9000244140625
6,2004,2020,277.8999938964844
6,2004,2021,243.39999389648438
6,2004,2022,134.0
6,2647,1948,279.79998779296875
6,2647,1949,199.10000610351562
6,2647,1950,391.6000061035156
6,2647,1951,309.29998779296875
6,2647,1952,402.8999938964844
6,2647,1953,153.0
6,2647,1954,270.29998779296875
6,2647,1955,378.3999938964844
6,2647,1956,218.39999389648438
6,2647,1957,307.0
6,2647,1958,470.70001220703125
6,2647,1959,252.6999969482422
6,2647,1960,214.6999969482422
6,2647,1961,210.1999969482422
6,2647,1962,265.29998779296875
6,2647,1963,353.70001220703125
6,2647,1964,266.70001220703125
6,2647,1965,308.20001220703125
6,2647,1966,192.89999389648438
6,2647,1967,315.79998779296875
6,2647,1968,338.29998779296875
6,2647,1969,407.20001220703125
6,2647,1970,374.1000061035156
6,2647,1971,235.0
6,2647,1972,411.6000061035156
6,2647,1973,822.5999755859375
6,2647,1974,532.5999755859375
6,2647,1975,594.2000122070312
6,2647,1976,293.5
6,2647,1977,360.6000061035156
6,2647,1978,863.2999877929688
6,2647,1979,813.9000244140625
6,2647,1980,559.2000122070312
6,2647,1981,845.5999755859375
6,2647,1982,1028.5999755859375
6,2647,1983,1314.199951171875
6,2647,1984,466.70001220703125
6,2647,1985,488.79998779296875
6,2647,1986,651.4000244140625
6,2647,1987,465.1000061035156
6,2647,1988,419.70001220703125
6,2647,1989,434.0
6,2647,1990,416.8999938964844
6,2647,1991,544.0
6,2647,1992,599.9000244140625
6,2647,1993,771.2000122070312
6,2647,1994,579.7000122070312
6,2647,1995,1042.5
6,2647,1996,1087.0999755859375
6,2647,1997,501.8999938964844
6,2647,1998,1146.300048828125
6,2647,1999,566.2000122070312
6,2647,2000,822.5999755859375
6,2647,2001,715.9000244140625
6,2647,2002,576.7000122070312
6,2647,2003,537.5
6,2647,2004,543.4000244140625
6,2647,2005,984.2999877929688
6,2647,2006,854.5
6,2647,2007,500.29998779296875
6,2647,2008,507.6000061035156
6,2647,2009,577.5999755859375
6,2647,2010,1041.300048828125
6,2647,2011,726.2999877929688
6,2647,2012,785.5999755859375
6,2647,2017,338.0
6,2647,2018,305.3999938964844
6,2647,2019,364.1000061035156
6,2647,2020,149.1999969482422
6,2647,2021,347.20001220703125
6,2647,2022,241.3000030517578
6,1253,1947,282.0
6,1253,1948,450.5
6,1253,1949,280.1000061035156
6,1253,1950,618.7000122070312
6,1253,1951,412.6000061035156
6,1253,1952,663.0
6,1253,1953,309.70001220703125
6,1253,1954,533.7999877929688
6,1253,1955,588.5
6,1253,1956,389.20001220703125
6,1253,1957,468.29998779296875
6,1253,1958,693.0999755859375
6,1253,1959,301.20001220703125
6,1253,1960,369.3999938964844
6,1253,1961,293.8999938964844
6,1253,1962,505.29998779296875
6,1253,1963,482.0
6,1253,1964,383.3999938964844
6,1253,1965,397.20001220703125
6,1253,1966,348.1000061035156
6,1253,1967,498.79998779296875
6,1253,1968,388.3999938964844
6,1253,1969,662.5
6,1253,1970,1381.699951171875
6,1253,1971,539.5
6,1253,1972,806.7000122070312
6,1253,1973,1789.800048828125
6,1253,1974,1186.4000244140625
6,1253,1975,977.2999877929688
6,1253,1976,383.70001220703125
6,1253,1977,681.0
6,1253,1978,1271.199951171875
6,1253,1979,1288.5999755859375
6,1253,1980,946.2999877929688
6,1253,1981,1427.0999755859375
6,1253,1982,1414.0
6,1253,1983,2023.199951171875
6,1253,1984,865.0999755859375
6,8151,1967,72.0999984741211
6,8151,1968,69.5
6,8151,1969,89.0
6,8151,1970,94.69999694824219
6,8151,1971,108.69999694824219
6,8151,1972,81.5
6,8151,1973,93.80000305175781
6,8151,1974,124.19999694824219
6,8151,1975,38.70000076293945
6,8151,1976,154.89999389648438
6,8151,1977,91.69999694824219
6,8151,1978,171.60000610351562
6,8151,1979,131.39999389648438
6,8151,1980,132.8000030517578
6,8151,1981,82.30000305175781
6,8151,1982,134.5
6,8151,1983,185.39999389648438
6,8151,1984,132.8000030517578
6,8151,1985,72.9000015258789
6,8151,1986,137.60000610351562
6,8151,1987,102.5
6,8151,1988,115.5
6,8151,1989,41.0
6,8151,1990,92.19999694824219
6,8151,1991,121.9000015258789
6,8151,1992,219.1999969482422
6,8151,1993,166.89999389648438
6,8151,1994,110.5
6,8151,1995,84.0999984741211
6,8151,1996,46.400001525878906
6,8151,1997,115.0999984741211
6,8151,1998,164.60000610351562
6,8151,1999,60.400001525878906
6,8151,2000,62.900001525878906
6,8151,2001,102.5
6,8151,2002,24.899999618530273
6,8151,2003,121.5
6,8151,2004,150.89999389648438
6,8151,2005,169.3000030517578
6,8151,2006,30.100000381469727
6,8151,2007,84.9000015258789
6,8151,2008,128.8000030517578
6,8151,2009,44.599998474121094
6,8151,2010,192.0
6,8151,2011,75.19999694824219
6,8151,2012,104.5
6,1253,1985,687.2000122070312
6,1253,1986,1179.5
6,1253,1987,1119.0999755859375
6,1253,1988,838.2999877929688
6,1253,1989,810.5
6,1253,1990,725.2000122070312
6,1253,1991,934.0999755859375
6,1253,1992,977.0
6,1253,1993,1484.4000244140625
6,8201,1971,188.5
6,8201,1972,153.89999389648438
6,8201,1973,281.6000061035156
6,8201,1974,215.3000030517578
6,8201,1975,189.5
6,8201,1976,171.0
6,8201,1977,191.1999969482422
6,8201,1978,350.8999938964844
6,8201,1979,217.10000610351562
6,8201,1980,217.1999969482422
6,8201,1981,235.39999389648438
6,8201,1982,306.8999938964844
6,8201,1983,434.6000061035156
6,8201,1984,142.6999969482422
6,8201,1985,175.6999969482422
6,8201,1986,213.89999389648438
6,8201,1987,279.1000061035156
6,8201,1988,193.6999969482422
6,8201,1989,126.5999984741211
6,8201,1990,166.5
6,8201,1991,212.60000610351562
6,8201,1992,219.89999389648438
6,8201,1993,221.3000030517578
6,8201,1994,186.39999389648438
6,8201,1995,271.8999938964844
6,8201,1996,209.5
6,8201,1997,154.10000610351562
6,8201,1998,377.20001220703125
6,8201,1999,144.0
6,8201,2000,132.1999969482422
6,8201,2001,200.8000030517578
6,8201,2002,109.5
6,8201,2003,155.5
6,8201,2004,150.89999389648438
6,8201,2005,210.0
6,8201,2006,165.8000030517578
6,8201,2007,85.0
6,8201,2008,92.0999984741211
6,8201,2009,145.39999389648438
6,8201,2010,316.29998779296875
6,8201,2011,146.10000610351562
6,8201,2012,140.10000610351562
6,1253,1994,894.2000122070312
6,1253,1995,1901.800048828125
6,1253,1996,1425.5999755859375
6,1253,1997,1104.300048828125
6,1253,1998,1794.300048828125
6,1253,1999,801.0999755859375
6,1253,2000,1190.0999755859375
6,1253,2001,1298.300048828125
6,1253,2002,1325.699951171875
6,1253,2003,1359.5999755859375
12,1060,1975,1393.300048828125
12,1060,1976,1602.0
12,1060,1977,1540.0999755859375
12,1060,1978,1566.699951171875
12,1060,1979,1405.5
12,1060,1980,1479.0999755859375
12,1060,1981,1351.9000244140625
12,1060,1982,1687.5999755859375
12,1060,1983,1554.4000244140625
12,1060,1984,1526.800048828125
12,1060,1985,1455.300048828125
12,1060,1986,1735.5
12,1060,1987,1351.0999755859375
12,1060,1988,1149.9000244140625
12,1060,1989,1037.5999755859375
12,1060,1990,1335.9000244140625
12,1060,1991,1748.0999755859375
12,1060,1992,1496.800048828125
12,1060,1993,1602.5999755859375
12,1060,1994,2027.4000244140625
12,1060,1995,1964.199951171875
12,1060,1996,1520.800048828125
12,1060,1997,1834.0999755859375
12,1060,1998,1616.4000244140625
12,1060,1999,1861.300048828125
12,1060,2000,1463.300048828125
12,1060,2001,1807.199951171875
12,1060,2002,1604.5999755859375
12,1060,2003,1801.4000244140625
12,1060,2004,1460.0999755859375
12,1060,2005,1739.0999755859375
12,1060,2006,1380.9000244140625
12,1060,2007,1580.300048828125
12,1060,2008,1599.5999755859375
12,1060,2009,1466.5
12,1060,2010,1551.300048828125
12,1060,2011,1544.5999755859375
12,1060,2012,2178.5
12,3995,1970,1405.0999755859375
12,3995,1971,1321.0
12,3995,1972,1747.0999755859375
12,3995,1973,1398.800048828125
12,3995,1974,1447.5999755859375
12,3995,1975,1299.199951171875
12,3995,1976,1389.199951171875
12,3995,1977,1600.5
12,3995,1978,1504.0999755859375
12,3995,1979,1511.699951171875
12,3995,1980,1386.800048828125
12,3995,1981,1282.0999755859375
12,3995,1982,1917.199951171875
12,3995,1983,2053.60009765625
12,3995,1984,1642.0999755859375
12,3995,1985,1374.699951171875
12,3995,1986,1664.5
12,3995,1987,1445.300048828125
12,3995,1988,1400.0999755859375
12,3995,1989,946.2999877929688
12,3995,1990,1430.9000244140625
12,3995,1991,1839.199951171875
12,3995,1992,1626.0
12,3995,1993,1649.0999755859375
12,3995,1994,1996.0
12,3995,1995,2046.199951171875
12,3995,1996,1483.199951171875
12,3995,1997,1824.4000244140625
12,3995,1998,1862.300048828125
12,3995,1999,1853.4000244140625
12,3995,2000,1378.9000244140625
12,3995,2001,1674.9000244140625
12,3995,2002,1560.800048828125
12,3995,2003,1561.800048828125
12,3995,2004,1451.4000244140625
12,3995,2005,1714.800048828125
12,3995,2006,1308.0
12,3995,2007,1642.4000244140625
12,3995,2008,1657.699951171875
12,3995,2009,1441.9000244140625
12,3995,2010,1422.0999755859375
12,3995,2011,1243.0
12,3995,2012,2026.0999755859375
12,3995,2017,1602.300048828125
12,3995,2018,1490.5999755859375
12,3995,2019,1755.0999755859375
12,3995,2020,1931.5
12,3995,2021,1392.5999755859375
12,3995,2022,1458.9000244140625
12,3996,1974,1515.300048828125
12,3996,1975,1117.0
12,3996,1976,1453.800048828125
12,3996,1977,1140.9000244140625
12,3996,1978,1389.300048828125
12,3996,1979,1356.199951171875
12,3996,1980,1293.5
12,3996,1981,1238.5999755859375
12,3996,1982,1670.5999755859375
12,3996,1983,1875.300048828125
12,3996,1984,1227.0999755859375
12,3996,1985,1330.800048828125
12,3996,1986,1657.199951171875
12,3996,1987,1424.300048828125
12,3996,1988,1540.0999755859375
12,3996,1989,1308.800048828125
12,3996,1990,1165.199951171875
12,3996,1991,1508.800048828125
12,3996,1992,1300.5999755859375
12,3996,1993,1119.0
12,3996,1994,1350.300048828125
12,3996,1995,1158.0
12,3996,1996,1507.4000244140625
12,3996,1997,1686.9000244140625
12,3996,1998,1282.199951171875
12,3996,1999,1159.4000244140625
12,3996,2000,977.9000244140625
12,3996,2001,1251.800048828125
12,3996,2002,1856.5
12,3996,2003,1721.4000244140625
12,3996,2004,1417.199951171875
12,3996,2005,1573.5
12,3996,2006,1222.800048828125
12,3996,2007,1011.7999877929688
12,3996,2008,1092.0
12,3996,2009,1205.5
12,3996,2010,1335.4000244140625
12,3996,2011,1182.199951171875
12,3996,2012,1495.800048828125
12,4097,1974,1050.199951171875
12,4097,1975,1906.0
12,4097,1976,1405.5999755859375
12,4097,1977,1380.5
12,4097,1978,1603.5999755859375
12,4097,1979,1725.300048828125
12,4097,1980,1390.0
12,4097,1981,1027.199951171875
12,4097,1982,1642.300048828125
12,4097,1983,1713.5999755859375
12,4097,1984,1397.199951171875
12,4097,1985,1434.4000244140625
12,4097,1986,1257.0
12,4097,1987,1430.699951171875
12,4097,1988,1671.0
12,4097,1989,1676.0
12,4097,1990,1146.800048828125
12,4097,1991,1841.199951171875
12,4097,1992,1721.800048828125
12,4097,1993,1276.0
12,4097,1994,1732.5
12,4097,1995,1424.9000244140625
12,4097,1996,1480.300048828125
12,4097,1997,1854.5
12,4097,1998,1729.0
12,4097,1999,1327.0
12,4097,2000,1121.5
12,4097,2001,1488.5999755859375
12,4097,2002,1903.5
12,4097,2003,1707.5
12,4097,2004,1792.4000244140625
12,4097,2005,1735.5999755859375
12,4097,2006,1166.199951171875
12,4097,2007,1263.300048828125
12,4097,2008,1769.699951171875
12,4097,2009,1846.199951171875
12,4097,2010,1332.9000244140625
12,4097,2011,1166.5
12,4097,2012,1597.4000244140625
12,4097,2017,1414.4000244140625
12,4097,2018,1891.0999755859375
12,4097,2019,1286.300048828125
12,4097,2020,1735.5999755859375
12,4097,2021,1715.4000244140625
12,4097,2022,1310.300048828125
12,4099,1974,861.5
12,4099,1975,1104.199951171875
12,4099,1976,1231.0999755859375
12,4099,1977,1368.0
12,4099,1978,1345.699951171875
12,4099,1979,1694.300048828125
12,4099,1980,1143.199951171875
12,4099,1981,1318.800048828125
12,4099,1982,1671.300048828125
12,4099,1983,1894.199951171875
12,4099,1984,1174.300048828125
12,4099,1985,1203.199951171875
12,4099,1986,1441.199951171875
12,4099,1987,1745.5
12,4099,1988,895.9000244140625
12,4099,1989,1267.199951171875
12,4099,1990,1239.9000244140625
12,4099,1991,1711.0999755859375
12,4099,1992,1405.800048828125
12,4099,1993,1387.699951171875
12,4099,1994,1343.800048828125
12,9054,1974,1216.0999755859375
12,4099,1995,2007.300048828125
12,4099,1996,1198.5
12,4099,1997,1641.0
12,4099,1998,1702.699951171875
12,4099,1999,1247.0999755859375
12,4099,2000,1238.5
12,4099,2001,1287.4000244140625
12,4099,2002,1324.9000244140625
12,4099,2003,1786.5
12,4099,2004,1566.300048828125
12,4099,2005,1881.800048828125
12,4099,2006,1424.5999755859375
12,4099,2007,1204.9000244140625
12,4099,2008,1521.5999755859375
12,4099,2009,1020.7000122070312
12,4099,2010,1349.5
12,4099,2011,1127.9000244140625
12,4099,2012,1263.199951171875
12,4103,1975,1393.300048828125
12,4103,1976,1602.0
12,4103,1977,1540.0999755859375
12,4103,1978,1566.699951171875
12,4103,1979,1440.800048828125
12,4103,1980,1487.199951171875
12,4103,1981,1356.5
12,4103,1982,1718.5999755859375
12,4103,1983,1548.5999755859375
12,4103,1984,1555.5999755859375
12,4103,1985,1523.300048828125
12,4103,1986,1826.800048828125
12,4103,1987,1374.699951171875
12,4103,1988,1163.5999755859375
12,9054,1975,1337.199951171875
12,9054,1976,1389.9000244140625
12,9054,1977,1095.0
12,9054,1978,1077.4000244140625
12,9054,1979,1651.300048828125
12,9054,1980,977.7999877929688
12,9054,1981,955.5999755859375
12,9054,1982,1325.199951171875
12,9054,1983,1578.5999755859375
12,9054,1984,1259.0999755859375
12,9054,1985,1431.699951171875
12,9054,1986,1184.5
12,9054,1987,1100.699951171875
12,9054,1988,1419.199951171875
12,9054,1989,1189.4000244140625
12,9054,1990,825.0
12,9054,1991,1770.699951171875
12,4103,1989,1107.5999755859375
12,4103,1990,1383.9000244140625
12,4103,1991,1834.199951171875
12,4103,1992,1563.199951171875
12,4103,1993,1625.199951171875
12,4103,1994,2091.0
12,4103,1995,2012.300048828125
12,4103,1996,1537.5999755859375
12,4103,1997,1846.300048828125
12,4103,1998,1732.199951171875
12,4103,1999,1984.0
12,4103,2000,1504.0999755859375
12,4103,2001,1788.800048828125
12,4103,2002,1640.0999755859375
12,4103,2003,1864.699951171875
12,4103,2004,1571.4000244140625
12,4103,2005,1840.5
12,4103,2006,1383.4000244140625
12,4103,2007,1630.5
12,4103,2008,1601.800048828125
12,4103,2009,1430.699951171875
12,4103,2010,1617.5
12,4103,2011,1598.5
12,4103,2012,2321.5
12,4105,1974,1242.9000244140625
12,4105,1975,1319.0
12,4105,1976,1273.300048828125
12,4105,1977,1017.7999877929688
12,4105,1978,1121.199951171875
12,4105,1979,1657.199951171875
12,4105,1980,968.5
12,4105,1981,942.5
12,4105,1982,1357.800048828125
12,4105,1983,1590.9000244140625
12,4105,1984,1269.5999755859375
12,4105,1985,1432.5
12,4105,1986,1123.0
12,4105,1987,1111.0
12,4105,1988,1417.5999755859375
12,4105,1989,1247.5999755859375
12,4105,1990,804.7999877929688
12,4105,1991,1843.5999755859375
12,4105,1992,1619.5
12,4105,1993,1298.300048828125
12,4105,1994,1615.699951171875
12,4105,1995,1492.0
12,4105,1996,1415.4000244140625
12,4105,1997,1473.199951171875
12,4105,1998,1325.0999755859375
12,4105,1999,994.7999877929688
12,4105,2000,1053.5999755859375
12,4105,2001,1178.5999755859375
12,4105,2002,1388.199951171875
12,4105,2003,1131.5
12,4105,2004,1541.5999755859375
12,4105,2005,1587.199951171875
12,4105,2006,935.2000122070312
12,4105,2007,1191.699951171875
12,4105,2008,1374.5999755859375
12,4105,2009,1505.5999755859375
12,4105,2010,830.2000122070312
12,4105,2011,1347.0
12,4105,2012,1561.699951171875
12,4107,1970,1505.0
12,4107,1971,1200.5
12,4107,1972,1366.300048828125
12,4107,1973,1370.5999755859375
12,4107,1974,1259.0999755859375
12,4107,1975,1082.4000244140625
12,4107,1976,1103.9000244140625
12,4107,1977,1152.5
12,4107,1978,1448.699951171875
12,4107,1979,1327.699951171875
12,4107,1980,1153.4000244140625
12,4107,1981,1024.0
12,4107,1982,1805.4000244140625
12,4107,1983,1646.5999755859375
12,4107,1984,1349.5
12,4107,1985,1384.5
12,4107,1986,1509.0999755859375
12,4107,1987,1182.699951171875
12,4107,1988,994.4000244140625
12,4107,1989,1016.0999755859375
12,4107,1990,1189.300048828125
12,4107,1991,1720.699951171875
12,4107,1992,1465.9000244140625
12,4107,1993,1737.800048828125
12,4107,1994,1974.199951171875
12,4107,1995,1668.699951171875
12,4107,1996,1494.5
12,4107,1997,1600.5
12,4107,1998,1789.300048828125
12,4107,1999,1875.5
12,4107,2000,1180.0
12,4107,2001,1736.9000244140625
12,4107,2002,1592.800048828125
12,4107,2003,1683.300048828125
12,4107,2004,1760.0999755859375
12,4107,2005,1918.5
12,4107,2006,856.2999877929688
12,4107,2007,1184.9000244140625
12,4107,2008,1602.4000244140625
12,4107,2009,1066.9000244140625
12,4107,2010,1011.5
12,4107,2011,1343.199951171875
12,4107,2012,1334.5
12,4107,2017,1497.0
12,4107,2018,1181.199951171875
12,4107,2019,1416.699951171875
12,4107,2020,2040.0999755859375
12,4107,2021,1332.0
12,4107,2022,1517.699951171875
12,4108,1974,1091.699951171875
12,4108,1975,2273.60009765625
12,4108,1976,1497.699951171875
12,4108,1977,1492.5
12,4108,1978,1922.0999755859375
12,4108,1979,2132.800048828125
12,4108,1980,1714.5
12,4108,1981,1260.4000244140625
12,4108,1982,1836.4000244140625
12,4108,1983,2063.699951171875
12,4108,1984,1458.5999755859375
12,4108,1985,1706.300048828125
12,4108,1986,1687.4000244140625
12,4108,1987,1908.800048828125
12,4108,1988,1658.0
12,4108,1989,2094.300048828125
12,4108,1990,1543.5
12,4108,1991,2296.89990234375
12,4108,1992,1943.300048828125
12,4108,1993,1594.800048828125
12,4108,1994,2488.60009765625
12,4108,1995,2109.60009765625
12,4108,1996,2021.699951171875
12,4108,1997,1978.5999755859375
12,4108,1998,2300.800048828125
12,4108,1999,1326.5
12,4108,2000,1504.0
12,4108,2001,1412.0999755859375
12,4108,2002,1808.9000244140625
12,4108,2003,2070.300048828125
12,4108,2004,1742.5999755859375
12,4108,2005,2179.699951171875
12,4108,2006,1099.699951171875
12,4108,2007,1537.199951171875
12,4108,2008,1508.0
12,4108,2009,2028.5999755859375
12,4108,2010,1533.5999755859375
12,4108,2011,1301.300048828125
12,4108,2012,1836.199951171875
12,4108,2017,2047.800048828125
12,4108,2018,1929.0999755859375
12,4108,2019,1572.0
12,4108,2020,1879.9000244140625
12,4108,2021,1993.5
12,4108,2022,1614.0999755859375
12,9054,1992,1613.0999755859375
12,9054,1993,1289.5999755859375
12,9054,1994,1538.800048828125
12,9054,1995,1561.300048828125
12,9054,1996,1418.5999755859375
12,9054,1997,1472.699951171875
12,9054,1998,1335.5
12,9054,1999,980.7999877929688
12,9054,2000,1048.5999755859375
12,9054,2001,1103.800048828125
12,9054,2002,1392.199951171875
12,9054,2003,1133.5999755859375
12,9054,2004,1519.4000244140625
12,9054,2005,1605.300048828125
12,9054,2006,915.5999755859375
12,9054,2007,1138.0999755859375
12,9054,2008,1288.199951171875
12,9054,2009,1466.5999755859375
12,9054,2010,843.7000122070312
12,9054,2011,1114.9000244140625
12,9054,2012,1448.0
13,4111,1966,1484.199951171875
13,4111,1967,1671.0999755859375
13,4111,1968,1411.800048828125
13,4111,1969,1196.0
13,4111,1970,1064.199951171875
13,4111,1971,1276.4000244140625
13,4111,1972,1260.5999755859375
13,4111,1973,1292.199951171875
13,4111,1974,1276.199951171875
